video_id,trending_date,channel_title,category_id,publish_time,views,likes,dislikes,comment_count,comments_disabled,ratings_disabled
MNiweoKXwfg,2017-11-14,INSIDER,24,2017-11-13T17:00:26.000Z,4732,203,6,33,False,False
Jw1Y-zhQURU,2017-11-14,John Lewis,26,2017-11-10T07:38:29.000Z,7224515,55681,10247,9479,False,False
2Vv-BfVoq4g,2017-11-14,Ed Sheeran,10,2017-11-09T11:04:14.000Z,33523622,1634124,21082,85067,False,False
UFYCTJlayS4,2017-11-14,Sara Dietschy,1,2017-11-11T03:56:10.000Z,52591,2233,187,255,False,False
cccyOn99s4Y,2017-11-14,MeganBatoon,24,2017-11-10T23:00:01.000Z,75822,2978,147,243,False,False
abGCYPCk294,2017-11-14,John Campea,24,2017-11-11T17:55:27.000Z,43715,1550,109,1031,False,False
lY_0mkYDZDU,2017-11-14,fosterthepeopleVEVO,10,2017-11-10T17:00:05.000Z,303956,18603,585,1745,False,False
k8NxqyGcZA4,2017-11-14,Watch What Happens Live with Andy Cohen,24,2017-11-10T12:59:55.000Z,238643,2429,5381,2325,False,False
IE-xepGLVt8,2017-11-14,Mayo Clinic,28,2017-11-10T12:04:17.000Z,237307,1896,74,260,False,False
ObIQ0s02UHg,2017-11-14,Jason Derulo,10,2017-11-10T14:40:48.000Z,1282413,37669,1732,1691,False,False
cOc3tsFWoRs,2017-11-14,The Late Late Show with James Corden,24,2017-11-10T09:35:00.000Z,1497519,15504,353,1084,False,False
AJYb0Yom5UQ,2017-11-14,cocheusadoooo,23,2017-10-17T20:01:44.000Z,148226,355,47,178,False,False
gLswXiRLdkA,2017-11-14,Amber Scholl,26,2017-11-11T02:42:23.000Z,484185,23296,1184,1858,False,False
MyEqfBkzESU,2017-11-14,John Maclean,26,2017-11-10T20:40:44.000Z,300617,8133,2693,2911,False,False
wJYE0sFOteE,2017-11-14,Bon App̩tit,26,2017-11-10T16:01:04.000Z,92523,2323,40,134,False,False
L_5_slz4ke4,2017-11-14,ABC News,25,2017-11-12T20:26:46.000Z,7524,67,19,56,False,False
OKoL852K9uA,2017-11-14,mayratouchofglam,26,2017-11-11T05:23:36.000Z,103927,3571,278,399,False,False
pa_oUisZZy0,2017-11-14,BuzzFeed Celeb,22,2017-11-11T00:30:16.000Z,177707,6271,88,275,False,False
fNtLIcyjsnI,2017-11-14,Zero Media,1,2017-11-09T17:11:32.000Z,1751064,16430,945,1231,False,False
_Iz83-Cmt6A,2017-11-14,CMAVEVO,10,2017-11-09T22:23:51.000Z,46746,439,66,55,False,False
YlvCVbfS9M0,2017-11-14,Alan Walker,10,2017-11-11T15:11:18.000Z,746092,34839,537,2541,False,False
arJ5h2TY3I4,2017-11-14,SUPERFRUIT,24,2017-11-10T17:00:51.000Z,836830,82320,1279,7998,False,False
-2RVw2_QyxQ,2017-11-14,Saint Louis Chess Club,27,2017-11-12T02:39:01.000Z,67429,438,23,23,False,False
gEHCXl4J9Qo,2017-11-14,ABC Television Network,24,2017-11-10T02:32:15.000Z,2237404,72593,1830,3501,False,False
,2017-11-14,Animal Adventure Park,15,2017-11-12T00:18:43.000Z,45455,2282,35,17,False,False
b4vTZx_AtHk,2017-11-14,HowToBasic,26,2017-11-09T18:36:48.000Z,2063667,98804,11682,11443,False,False
kOnQocd799Y,2017-11-14,CinemaSins,1,2017-11-09T17:14:11.000Z,2736733,58967,3492,7915,False,False
e4FApt6z55c,2017-11-14,kimbramusic,10,2017-11-10T15:43:00.000Z,165698,8599,361,930,False,False
2XK4omx9uMU,2017-11-14,Capital FM,10,2017-11-10T14:40:32.000Z,836544,40195,373,976,False,False
xfmipNU4Odc,2017-11-14,Hope For Paws - Official Rescue Channel,15,2017-11-10T18:02:04.000Z,284666,16396,81,949,False,False
jp9hK-jY6yY,2017-11-14,IISuperwomanII,23,2017-11-09T22:21:13.000Z,3371669,202676,3394,20086,False,False
RkHuWjiR-LM,2017-11-14,Hopeless Records,10,2017-11-10T18:03:54.000Z,195685,14338,171,1070,False,False
fCTKDn3Q8xQ,2017-11-14,Rachel and Jun,22,2017-11-09T11:24:14.000Z,1098897,43875,1326,4702,False,False
DIU3xPdhCBI,2017-11-14,BBC Music,10,2017-11-09T22:26:10.000Z,893462,22326,833,943,False,False
wnwF1FHybDQ,2017-11-14,Late Night with Seth Meyers,23,2017-11-10T11:00:04.000Z,225286,1731,193,206,False,False
9oFP-pOMNwE,2017-11-14,H&M,24,2017-11-09T08:01:40.000Z,264793,3283,853,0,True,False
pz95u3UVpaM,2017-11-14,CamilaCabelloVEVO,10,2017-11-10T05:01:00.000Z,5476737,286268,4083,12254,False,False
g5c1bk8weaQ,2017-11-14,Liza Koshy,23,2017-11-10T03:43:43.000Z,3578502,307435,2573,12248,False,False
yuBqWcSKrCk,2017-11-14,TheEllenShow,24,2017-11-10T14:00:10.000Z,304926,3305,130,275,False,False
x9mh-SwSKas,2017-11-14,clothesencounters,26,2017-11-10T18:42:55.000Z,247319,10138,153,639,False,False
uiA4B5Y63IQ,2017-11-14,FoxSearchlight,1,2017-11-09T22:00:07.000Z,296434,3327,142,377,False,False
viyRD5z6ilQ,2017-11-14,LukeBryanVEVO,10,2017-11-10T05:00:01.000Z,125962,5048,139,369,False,False
QFfEtKvXMAs,2017-11-14,NiallHoranVEVO,10,2017-11-10T17:00:05.000Z,419341,53572,168,3083,False,False
xg9ebVTL9yE,2017-11-14,empireofthesunvevo,10,2017-11-10T05:00:06.000Z,138988,7999,84,612,False,False
fbHbTBP_u7U,2017-11-14,NFVEVO,10,2017-11-09T05:00:05.000Z,1774018,88417,1002,7686,False,False
Ja_GMU7-sjs,2017-11-14,Marques Brownlee,28,2017-11-09T21:18:33.000Z,1575525,52829,1524,5864,False,False
QOksZ8VogRw,2017-11-14,Atlantic Records,10,2017-11-09T17:03:42.000Z,626688,25115,499,1392,False,False
RYs08kX3Ih4,2017-11-14,MsAaliyahJay,26,2017-11-10T01:30:00.000Z,219030,14303,398,1099,False,False
tOFkFZbPdnQ,2017-11-14,Danny Sapko,10,2017-11-09T00:44:51.000Z,493662,7693,181,388,False,False
dW4wpGg64pE,2017-11-14,Vogue,24,2017-11-09T18:20:27.000Z,1017803,25122,628,1504,False,False
2VP846QcA_4,2017-11-14,Michelle Khare,24,2017-11-09T11:30:00.000Z,139955,4417,217,457,False,False
_dhneCO4YEE,2017-11-14,Full Frontal with Samantha Bee,22,2017-11-09T07:00:01.000Z,362009,5505,2356,1264,False,False
EYkEshCOhEU,2017-11-14,Nicole Guerriero,22,2017-11-10T00:24:29.000Z,294387,15247,385,976,False,False
Rq9-mW6HgQE,2017-11-14,The Late Show with Stephen Colbert,24,2017-11-09T08:35:00.000Z,844653,11616,313,1518,False,False
k29YnfttqEU,2017-11-14,Jimmy Kimmel Live,23,2017-11-09T04:58:04.000Z,1315873,9312,584,769,False,False
Eg_kW5fw6qU,2017-11-14,SuperCarlinBrothers,22,2017-11-09T23:27:18.000Z,188003,9091,135,2814,False,False
J_QGZspO4gg,2017-11-14,SiaVEVO,10,2017-11-09T15:45:05.000Z,1624771,84426,1130,5981,False,False
PkRBTF6nt4E,2017-11-14,Business Insider,25,2017-11-10T13:00:02.000Z,125970,935,507,262,False,False
ozkqm2ifMw8,2017-11-14,2CELLOS,10,2017-11-10T13:24:10.000Z,205869,11198,120,446,False,False
htvR_dBs3eg,2017-11-14,theneedledrop,10,2017-11-10T21:38:57.000Z,98422,2926,106,798,False,False
qEEtzzi1EII,2017-11-14,Simon's Cat,15,2017-11-09T13:34:58.000Z,426078,19323,245,945,False,False
1Wk8ZRgXQnY,2017-11-14,Andy Grammer,10,2017-11-09T22:27:45.000Z,33315,1365,24,91,False,False
8l_e6bx8UG8,2017-11-14,RemyMaVEVO,10,2017-11-08T17:00:00.000Z,1231518,32648,6221,9288,False,False
lsfzA7sWlOM,2017-11-14,Nintendo,20,2017-11-09T19:59:48.000Z,154872,7683,164,1734,False,False
RQDphL2MVlM,2017-11-14,Dina Tokio,26,2017-11-10T22:22:04.000Z,72626,3652,120,219,False,False
X7flefV8tec,2017-11-14,Team Coco,24,2017-11-09T02:37:49.000Z,366180,4364,4448,1997,False,False
cYw-oyJ7AEY,2017-11-14,PitbullVEVO,10,2017-11-10T08:00:01.000Z,264511,11736,532,743,False,False
6nJw-jPQYVI,2017-11-14,Late Show with David Letterman,24,2015-05-21T07:55:00.000Z,192609,1345,24,126,False,False
5x1FAiIq_pQ,2017-11-14,Alicia Keys,10,2017-11-09T15:49:21.000Z,95944,1354,181,117,False,False
LMCuKltaY3M,2017-11-14,ElbowVEVO,10,2017-11-10T08:00:01.000Z,154494,2163,147,211,False,False
6Detw08jRhs,2017-11-14,MDNA SKIN,22,2017-11-09T18:24:34.000Z,53321,443,131,106,False,False
vd4zwINEcLY,2017-11-14,poofables,24,2011-03-27T04:31:25.000Z,95085,909,52,193,False,False
7fm7mll2qvg,2017-11-14,SigridVEVO,10,2017-11-10T00:00:00.000Z,91776,4604,46,357,False,False
5gFpcEKayz4,2017-11-14,MOMOMOYOUTHVEVO,10,2017-11-09T09:00:00.000Z,764716,35765,483,1159,False,False
eHIY3HNNqzM,2017-11-14,TheScriptVEVO,10,2017-11-10T08:00:03.000Z,135337,7158,89,318,False,False
q-WipZ9p0wk,2017-11-14,Brothers Green Eats,26,2017-11-09T14:00:08.000Z,77630,1991,83,208,False,False
zy0b9e40tK8,2017-11-14,Netflix,24,2017-11-09T09:00:07.000Z,378750,5642,146,675,False,False
rL4WkebTT_U,2017-11-14,Abroad in Japan,24,2017-11-09T15:06:34.000Z,151709,9210,71,1103,False,False
Y6eKxjMA9ek,2017-11-14,Tucker Gott,24,2017-11-09T16:00:09.000Z,175852,15909,200,852,False,False
Q6Usd3_fbq8,2017-11-14,Nahre Sol,10,2017-11-10T04:08:31.000Z,5149,242,0,54,False,False
44NYFvhXmW8,2017-11-14,ThirtySecondsToMarsVEVO,10,2017-11-08T13:00:00.000Z,1905487,65854,2442,4490,False,False
9wg3v-01yKQ,2017-11-14,HarryStylesVEVO,10,2017-11-08T13:00:01.000Z,9632678,810895,16139,59473,False,False
F-j_6IuaYfw,2017-11-14,Wong Fu Productions,24,2017-11-08T21:05:20.000Z,476389,16106,950,2077,False,False
_qSW96a2aKY,2017-11-14,Keith Urban,24,2017-11-08T05:01:25.000Z,754558,11985,1356,1757,False,False
afgvlR9WmIQ,2017-11-14,Maroon5VEVO,10,2017-11-09T02:21:31.000Z,762616,20159,336,899,False,False
_CJN_ryETIY,2017-11-14,X Factor Italia,24,2017-11-09T23:59:08.000Z,199429,10175,66,539,False,False
P4YJwy_T9pM,2017-11-14,Tyler Williams,22,2017-11-09T03:16:36.000Z,691229,31892,197,1404,False,False
YqH4eWR7jDQ,2017-11-14,Stewart Brand,27,2012-06-10T19:24:38.000Z,6412,49,0,2,False,False
r96KpNTcog4,2017-11-14,Chris and Jack,23,2017-11-09T14:00:17.000Z,108618,4989,58,274,False,False
B4gXsobd_ao,2017-11-14,The School of Life,27,2017-11-09T14:00:01.000Z,79306,3809,127,670,False,False
x8eLIJAM58M,2017-11-14,E! Entertainment,24,2017-11-08T14:00:05.000Z,812007,5894,951,851,False,False
6V_aZsATDsM,2017-11-14,Whitney Port,26,2017-11-09T17:22:40.000Z,55398,1170,22,336,False,False
qg0GdM60syI,2017-11-14,90s Commercials,27,2017-03-31T21:46:53.000Z,773,2,0,0,False,False
8j_BYfVEyhA,2017-11-14,Breakfast Club Power 105.1 FM,24,2017-11-08T13:34:23.000Z,581288,5075,725,1780,False,False
9ymjcSvEyhk,2017-11-14,Enter Shikari,10,2017-11-09T14:00:04.000Z,99619,3959,158,335,False,False
oB3SAI2oCqk,2017-11-14,Caterham Cars,2,2017-11-09T09:59:31.000Z,4850,22,1,1,False,False
HNa_UWX51_s,2017-11-14,PostmodernJukebox,10,2017-11-09T18:46:37.000Z,226088,10844,302,555,False,False
08nkwgZIE4I,2017-11-14,PinkVEVO,10,2017-11-08T22:04:53.000Z,651036,23338,442,1101,False,False
5Smb3tZD1Qc,2017-11-14,Tamar Chronicles,24,2017-11-08T18:00:00.000Z,451356,3454,284,623,False,False
YHDbsyyjld0,2017-11-14,Kitten Lady,15,2017-11-09T23:44:18.000Z,46571,4250,16,408,False,False
uyl6WtHEYOQ,2017-11-14,Guinness World Records,24,2017-11-10T20:39:51.000Z,28539,681,25,45,False,False
bhoFXkVy8JA,2017-11-14,Blockbuster,1,2017-10-13T08:20:03.000Z,12609,40,79,17,False,False
_w58R1OGQFA,2017-11-14,TrainVEVO,10,2017-11-09T15:00:02.000Z,30021,569,42,44,False,False
BEweWXa5Twk,2017-11-14,Christen Dominique,26,2017-11-09T03:27:36.000Z,471266,23634,460,1714,False,False
egXr0PU-kCY,2017-11-14,James Charles,24,2017-11-08T22:17:37.000Z,1073134,47793,1886,5358,False,False
fIQ2Ty2OL34,2017-11-14,FreeDawkins,17,2017-11-10T04:00:52.000Z,18573,420,10,236,False,False
d_j512i2k6c,2017-11-14,The Infographics Show,27,2017-11-08T20:30:01.000Z,250193,5748,332,1197,False,False
4d07RXYLsJE,2017-11-14,Jenny Hanell,28,2017-11-04T20:48:16.000Z,1827,3,0,2,False,False
DOIw62TXYkg,2017-11-14,PetaPixel,28,2017-11-07T19:22:49.000Z,2457408,2707,200,209,False,False
0lbJHqAGpbA,2017-11-14,RM Videos,23,2017-11-09T16:53:13.000Z,51143,258,5,10,False,False
JuP1Z8xpRb8,2017-11-14,BrianJustinCrum,24,2017-11-09T17:01:01.000Z,27010,1666,36,150,False,False
CR9zYgr84QY,2017-11-14,CupcakeJemma,26,2017-11-09T18:30:01.000Z,122669,5723,55,263,False,False
1640fZpYBSY,2017-11-14,Anaki Abo,22,2017-11-07T18:54:39.000Z,358597,1211,72,593,False,False
M2-IpsWQUWs,2017-11-14,Katy Perry,24,2017-11-09T19:11:16.000Z,56012,6243,106,414,False,False
7m630xvAJtA,2017-11-14,I'm With Her,22,2017-11-09T16:33:02.000Z,6148,121,3,19,False,False
510KQ_LXGww,2017-11-14,Zoella,26,2017-11-08T18:24:16.000Z,1390440,86207,1775,710,False,False
CO9dIyNM_9Q,2017-11-14,Storyful News,25,2017-11-07T22:59:49.000Z,244532,633,174,765,False,False
hX643KbiI4s,2017-11-14,Tu Fan,24,2017-11-08T21:50:37.000Z,82087,998,93,289,False,False
mwpHSMv1pI4,2017-11-14,MyHarto,23,2017-11-09T01:27:53.000Z,359120,15130,223,1143,False,False
Mfiim71QdYQ,2017-11-14,Chicago Sun-Times,25,2017-11-08T18:39:38.000Z,33768,426,88,550,False,False
UFPSIa1cLRQ,2017-11-14,PhilPhillipsVEVO,10,2017-11-09T05:00:01.000Z,38068,2195,28,154,False,False
o78x918zbFk,2017-11-14,Tati,26,2017-11-08T18:00:05.000Z,1277364,56867,2148,25326,False,False
iNf6VErGDLI,2017-11-14,Ozuna,10,2017-11-08T14:00:09.000Z,1498866,67227,1473,4645,False,False
6ixU_vdE0Es,2017-11-14,Madelaine Petsch,22,2017-11-08T22:13:18.000Z,280065,20289,38,939,False,False
wRGldR_SQAA,2017-11-14,Steve Kovach,22,2017-11-09T18:01:04.000Z,2259,0,0,0,False,False
agKDPntMv-E,2017-11-14,ESPN,17,2017-11-08T15:59:06.000Z,470191,4037,430,1553,False,False
Xl38SuxyrgM,2017-11-14,LetsGoWarriors,17,2017-11-09T07:27:32.000Z,16305,147,13,47,False,False
u7pV4vxD1bs,2017-11-14,KSNV News 3 Las Vegas,25,2017-11-08T20:16:47.000Z,169511,57,59,79,False,False
zYWt2mnalP8,2017-11-14,Sailor J,24,2017-11-08T00:03:47.000Z,160477,8388,691,950,False,False
PoNWU2cox9w,2017-11-14,WIRED,2,2017-11-08T15:00:27.000Z,704363,16352,224,841,False,False
6hTzM1BPdU8,2017-11-14,HiHo Kids,22,2017-11-08T21:00:01.000Z,130778,5684,53,737,False,False
MCW5HUkrr-o,2017-11-14,ElectroBOOM,28,2017-11-08T17:16:26.000Z,560569,29990,341,1788,False,False
YvfYK0EEhK4,2017-11-15,Brent Pella,23,2017-11-14T15:32:51.000Z,462490,14132,795,666,False,False
cxMvzK2OQTw,2017-11-15,Cards Against Humanity,23,2017-11-14T16:43:11.000Z,295217,4854,1439,1267,False,False
bAkEd8r7Nnw,2017-11-15,The Slow Mo Guys,24,2017-11-14T18:31:20.000Z,1525400,63995,896,4697,False,False
ItYOdWRo0JY,2017-11-15,TechSmartt,28,2017-11-14T00:45:15.000Z,1836419,28647,17815,7860,False,False
5530I_pYjbo,2017-11-15,JunsKitchen,26,2017-11-14T12:06:56.000Z,977285,87615,391,5575,False,False
dUMH6DVYskc,2017-11-15,Attaullah Malik,28,2017-11-14T12:02:49.000Z,390964,3687,1273,1224,False,False
gjXrm2Q-te4,2017-11-15,The Tonight Show Starring Jimmy Fallon,23,2017-11-14T04:55:24.000Z,1611093,58474,837,3294,False,False
9SK1I0V6U5c,2017-11-15,Anwar Jibawi,23,2017-11-14T18:01:03.000Z,983365,60983,578,3837,False,False
VsYmwBOYfW8,2017-11-15,Jimmy Kimmel Live,23,2017-11-14T08:30:01.000Z,2765121,35529,1705,2388,False,False
kgaO45SyaO4,2017-11-15,BostonDynamics,28,2017-11-13T20:09:58.000Z,3701763,56561,2495,11608,False,False
CtBca6H6Teg,2017-11-15,Screen Junkies,1,2017-11-14T18:00:01.000Z,829132,25109,316,3428,False,False
pcWKpGzhgq4,2017-11-15,The Graham Norton Show,24,2017-11-14T12:13:35.000Z,391049,5939,106,385,False,False
L3br0klRqF4,2017-11-15,Washington Post,25,2017-11-14T21:51:20.000Z,137003,580,262,343,False,False
9kF9xY74h-E,2017-11-15,Dolan Twins,23,2017-11-14T21:00:47.000Z,891912,122347,455,7459,False,False
p2EY93WfBQk,2017-11-15,Jackie Aina,26,2017-11-14T21:03:47.000Z,175539,17130,264,1747,False,False
xL_qpDkF5A8,2017-11-15,TV Promos,24,2017-11-15T01:25:18.000Z,14565,478,13,67,False,False
eQVhAN7-IAw,2017-11-15,Taylor Swift,10,2017-11-15T03:43:47.000Z,125645,16754,65,1373,False,False
2kyS6SvSYSE,2017-11-15,CaseyNeistat,22,2017-11-13T17:13:01.000Z,2188590,88099,7150,24225,False,False
Y9nDagqKL7Q,2017-11-15,ProZD,1,2017-11-13T20:47:49.000Z,394709,25188,281,1345,False,False
DbJ2s_g1oDc,2017-11-15,REACT,24,2017-11-13T20:00:01.000Z,863116,20518,1030,4272,False,False
KJ12FVmumeA,2017-11-15,ESPN,17,2017-11-14T16:28:34.000Z,200235,1197,108,627,False,False
1ZAPwfrtAFY,2017-11-15,LastWeekTonight,24,2017-11-13T07:30:00.000Z,4632016,131784,9892,18284,False,False
qDAxDcjgn-8,2017-11-15,theneedledrop,10,2017-11-14T23:06:27.000Z,122426,6310,298,1624,False,False
gHZ1Qz0KiKM,2017-11-15,iJustine,28,2017-11-13T19:07:23.000Z,758998,19138,2272,2873,False,False
815lSYphlbw,2017-11-15,First We Feast,26,2017-11-14T16:00:01.000Z,145100,5198,74,657,False,False
jr9QtXwC9vc,2017-11-15,20th Century Fox,1,2017-11-13T14:00:23.000Z,2671756,12699,505,1010,False,False
E_86MEdNsAI,2017-11-15,Brian Hull,24,2017-11-14T19:48:51.000Z,52743,4553,33,550,False,False
Cr9oGxr0Qa0,2017-11-15,William Osman,28,2017-11-14T14:00:02.000Z,121681,6095,61,731,False,False
g0K5QoEj7FQ,2017-11-15,Access Hollywood,24,2017-11-14T22:34:14.000Z,11404,62,26,20,False,False
l4bAoNAx2uo,2017-11-15,The Infographics Show,27,2017-11-13T17:11:30.000Z,419965,9805,1337,5457,False,False
